OriginalFoodCode,OriginalFoodName,EnglishFoodName,ScientificFoodName,OtherFoodNames,OriginalFoodGroupCode,FoodGroupIS1,FoodGroupIS2,FoodGroupIS3,CodexFoodStandards,ArticleNumber,E_number,INS_code,LangualCodes,CODEXAdditives,CODEXFood,CODEXContaminants,FAOBalanceSheet,CIAAFood,EuroCode2,AgriculturalConditions,Cuisine,EdiblePortion,WastePortion,NatureofEdiblePortion,NatureofWaste,TypicalServingSize,TypicalWeightperPiece,Colour,FinalPreparation,SpecificGravity,NitrogenProteinFactor,FattyAcidFactor,GenericImage,SpecificImage,Producer,Distributor,Retailer,AreaOfOrigin,AreaOfProcessing,AreaofConsumption,WebPublishReady,ListOfIngredients,Remarks,DateOfGeneration,GeneratedBy,DateOfUpdate,UpdatedBy
0130,"GOSDRYKKUR, appelsín","Soft drink, orange flavour",,,12.02,12,2,33,,,,,A0241 A0843 B1217 C0005 E0123 F0014 G0003 H0109 H0136 H0150 H0227 J0149 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-06-14 00:00:00.0,ÓR,2010-05-15 11:27:37.0,
0534,"ÝSA, ofnbökuð, m lauk og osti","Haddock, roasted, w onion & cheese",,,16.04,16,4,,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Uppskrift S164,2003-05-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0145,LÉTT OG LAGGOTT,"Butter with soyabean oil, fat 40%",,Smjör mýkt með sojaolíu. Minarine.,10.04,10,4,16,,,,,A0148 A0807 B1201 C0179 E0119 F0018 G0003 H0148 H0214 H0316 H0342 H0440 H0581 H0591 H0646 H0742 H0748 J0135 K0003 M0172 N0036 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.942,,,,,,,,,J,,"Merking: Fituinnihald er 40%, þar af 28% mjólkurfita og 12% óhert olía. Innihald: Vatn, mjólkurfita, sojaolía (12%), sýrð undanrenna, kartöflusterkja, ýruefni, rotvarnarefni, litarefni (blönduð karótín), bragðefni, A- og D vítamín. Fitusýrur reiknaðar samkvæmt uppskrift U65.",1996-11-24 00:00:00.0,ÓR,2011-04-08 06:14:01.0,
0925,"NÚÐLURÉTTUR, hrísgrjóna-, tilbúinn","Noodle dish, rice noodle, ready to serve",,,16.02,16,2,,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,2001-02-13 00:00:00.0,ÓR,2010-05-18 12:58:41.0,
1055,"1944, meðlæti, hrísgrjón","1944, rice, boiled",,,04.01,4,1,,,,,,A0125 A0814 B1322 C0208 E0150 F0018 G0018 H0148 H0259 J0003 K0001 M0001 N0001 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,Soðin,2001-08-03 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0826,"BÆTIEFNI, omega-3, hylki, 500 mg","Omega-3 fish oil capsule, 500 mg",,,17.01,17,1,13,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.956,,,Lýsi hf.,,,,,,N,,INNIHALD Í HYLKI,2002-07-09 00:00:00.0,ÓR,2010-05-15 12:09:40.0,
1065,"1944, kjöthulti, Stroganoff","1944, meat part, Stroganoff",,,16.03,16,3,,,,,,A0172 A0799 B1161 C0268 E0134 F0018 G0005 G0014 H0166 H0227 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,í sveppasósu,2001-08-03 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0576,"ÝSUHAKK, hrátt","Haddock, minced, raw",,,08.01,8,1,13,,,,,A0267 A0803 B1441 C0268 E0106 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.700,,,,,,,,,J,,,1996-09-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0292,"VATN, hitaveituvatn í Reykjavík","Water, geothermal, in Reykjavík",,,12.09,12,9,33,,,,,A0112 A0844 B1217 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1992-04-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0211,RAUÐPIPAR,"Pepper, hot chili, raw",Capsicum frutescens,,05.02,5,2,33,,,,,A0152 A0857 B1643 C0139 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,86,14,,,,,,,,6.250,0.800,,,,,,,,,J,,Hrár    (Chílepipar),1993-03-29 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1263,ÞORSKSVIL,Cod milt,,,08.01,8,1,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,,,,,,,J,,Svil eru kynkirtlar hænga.,2011-01-14 16:52:51.22,,2011-01-14 05:14:55.0,
0830,"BLEIKJA, eldisbleikja, hrá","Arctic char, farmed, raw",Salvelinus alpinus,Silungur,08.01,8,1,13,,,,,A0267 A0802 B1332 C0125 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024,,,,,,,,,59,41,,,,,,,,6.250,0.900,,,,,,,,,J,,,1996-06-02 00:00:00.0,ÓR,2011-04-16 02:51:36.0,
0817,"ABT - MJÓLK, með berjum og múslí","Milk, cultured, w berries & muesli",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0138 F0018 G0003 H0101 H0147 H0152 H0749 J0135 K0003 M0184 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.945,,,,,,,,,J,,,1996-06-19 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0290,"VATN, drykkjarvatn","Water, drinking water, tap",,,12.09,12,9,33,,,,,A0112 A0844 B3323 C0005 E0123 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Kalt kranavatn,1996-11-23 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0649,"NÆPUR, hráar","Turnip, hráar",Brassica rapa,,05.01,5,1,33,,,,,A0152 A0826 B1238 C0239 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,84,16,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-03-29 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0908,"BÆTIEFNI, selen, 50 ug","Selenium capsules, 50 ug",,,17.01,17,1,,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,INNIHALD Í TÖFLU,2002-01-23 00:00:00.0,ÓR,2010-05-15 12:16:39.0,
0976,"1944 RÉTTUR, lasagne","1944 dish, lasagne",,,16.02,16,2,,,,,,A0220 A0822 B1161 C0268 E0134 F0018 G0005 H0143 H0166 H0186 H0212 H0227 H0319 H0366 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,"með tómötum, hakki, kryddi og osti",2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0675,"SALAT, túnfisksalat",Tuna salad,,,15.03,15,3,29,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,"(Túnfiskur,baunir,paprika,majones.",1992-01-09 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0065,"BRAUÐ, ítölsk, ólífubrauð","Bread, Italian, olive bread",,,04.04,4,4,,,,,,A0178 A0818 B1418 C0208 E0147 F0014 G0005 H0147 H0256 H0753 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0105,"LAMBAHJÖRTU, fitusnyrt, hrá","Lamb heart, raw",,,07.09,7,9,12,,,,,A0150 A0796 B1669 C0201 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,74,26,,,,,,,,6.250,0.789,,,,,,,,,J,,,1992-04-18 00:00:00.0,ÓR,2009-09-02 08:53:26.0,
0333,BRÚNKAKA (formkaka),"Sponge cake, brown",,,04.06,4,6,21,,,,,A0210 A0821 B1312 C0208 E0147 F0014 G0005 H0158 H0186 H0231 H0272 H0351 J0001 K0003 M0001 N0001 P0024 Z0112,,,,,,,,,100,0,,,,,,,,5.700,0.930,,,,,,,,,N,,Formkaka,1993-05-03 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0405,"SÆTUEFNI, sakkarín","Sweetener, saccharin",,,13.03,13,3,33,,,,,A0237 A0836 B3235 C0005 E0151 F0001 G0003 H0660 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1989-08-09 00:00:00.0,ÓR,2010-07-07 02:42:50.0,
0373,"GELLUR, hráar","Fish, part of fish head",,,08.01,8,1,13,,,,,A0267 A0802 B1441 C0268 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.700,,,,,,,,,J,,,1992-03-31 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0762,"BAKA, ostabaka með grænmeti","Pie, cheese pie with vegetables",,,16.05,16,5,22,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1992-04-02 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0565,"SÓSA, Bearnaisesósa","Sauce, Bearnaise-",,,15.01,15,1,28,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Löguð úr pakkadufti og smjöri,1992-04-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0837,MARSIPAN,Marzipan,,,11.03,11,3,33,,,,,A0161 A0824 B1272 C0132 E0119 F0018 G0003 H0158 J0001 K0001 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Maukaðar möndlur með sykri.,1996-06-09 00:00:00.0,ÓR,2010-05-18 12:51:59.0,
0728,"NAUTALUNDIR, fitusnyrtar, hráar","Beef, fillet, defatted, raw",Bos taurus,,07.02,7,2,6,,,,,A0150 A0794 B1161 C0270 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-06-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0688,"ÞYKKMJÓLK, með ávöxtum og súkkulaði","Milk, cultured, with cream, fruits, and chocolate",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0139 F0018 G0003 H0101 H0147 H0231 H0296 H0749 J0135 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.945,,,,,,,,,J,,"Sýrð mjólk með rjóma, ávöxtum, súkkulaði.",1996-06-19 00:00:00.0,ÓR,2010-05-15 11:08:51.0,
0870,SELLERÍRÓT,Celery root,Apium graveolens,,05.01,5,1,33,,,,,A0152 A0826 B1729 C0238 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,75,25,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-06-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0044,"RAUÐMAGI, hrár","Lumpsucker, male, raw",Cyclopterus lumpus,,08.01,8,1,13,,,,,A0267 A0802 B1823 C0268 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,29,71,,,,,,,,6.250,0.923,,,,,,,,,J,,,1992-01-16 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1063,"1944, kjöthluti, hakkbollur","1944, meat part, minced meat ball",,,16.03,16,3,,,,,,A0172 A0799 B2243 C0268 E0134 F0018 G0005 H0160 H0186 H0227 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,í brúnni sósu,2001-08-03 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0270,"SÓSA, TÓMAT-, tómatsósa","Tomato ketchup, bottled",,,15.01,15,1,33,,,,,A0152 A0858 B1276 C0140 E0135 F0014 G0003 H0151 H0749 J0135 K0003 M0194 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,2002-07-28 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1223,"POPPKORN, örbylgju-, First Price","Pop corn, microwave-, popped, First Price",,,14.01,14,1,30,,,,,,,,,,,,,,100,,,,,,,,,6.250,0.900,,,,,,,,,N,,,2010-01-25 11:06:27.837,,2010-02-01 08:22:32.0,
0259,"SVALADRYKKUR, djús, sykurskertur","Drink, low sugar",,,12.02,12,2,33,,,,,A0241 A0841 B1217 C0005 E0123 F0001 G0003 H0108 H0136 H0150 H0227 J0149 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Tilbúinn til drykkjar,1996-06-14 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0748,HNOÐMÖR,"Suet, fermented",,,10.03,10,3,18,,,,,A0129 A0810 B1183 C0190 E0151 F0018 G0003 H0138 H0306 J0120 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.956,,,,,,,,,J,,,1992-03-31 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0090,"BEIKON, hrátt","Bacon, raw",,,07.03,7,3,7,,,,,A0279 A0797 B1136 C0268 E0100 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.930,,,,,,,,,J,,,1992-04-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0933,"TORTILLA, úr hveiti","Tortilla, wheat",,,04.04,4,4,,,,,,A0107 A0819 B1312 C0132 E0153 F0014 G0008 H0138 H0151 H0263 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0772,SAUÐAMJÓLK,"Sheeps milk, raw",,,01.01,1,1,1,,,,,A0148 A0780 B2610 C0235 E0123 F0003 G0003 H0001 J0136 K0001 M0001 N0001 P0024 Z0109,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Hrá.  Tímabilið frá 1.-15. dags,1992-04-03 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0451,RASP,Bread-crumbs,,,04.02,4,2,23,,,,,A0191 A0820 B1312 C0133 E0117 F0014 G0005 H0138 H0345 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-11-23 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0269,"SULTA, berjasulta","Jam, berries",,,06.06,6,6,33,,,,,A0251 A0837 B1140 C0167 E0110 F0014 G0001 H0136 J0100 J0120 J0146 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-06-19 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0005,"FISKBOLLUR, niðursoðnar","Fish balls, canned",,,08.05,8,5,13,,,,,A0267 A0804 B1441 C0268 E0147 F0014 G0003 H0146 H0151 H0184 H0306 J0110 K0042 M0151 M0204 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1992-03-31 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0443,LÍKJÖR,"Liqueur, average values",,,12.08,12,8,33,,,,,A0240 A0849 B1347 C0001 E0123 F0001 G0003 H0100 H0232 J0104 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Ýmsar tegundir,1996-06-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0834,"SÓSA, graflaxsósa","Sauce, for salmon graflax",,,15.01,15,1,28,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-06-04 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0778,"KARTÖFLUR, soðnar","Potatoes, boiled",Solanum tuberosum,,05.03,5,3,33,,,,,A0152 A0829 B1218 C0239 E0150 F0014 G0015 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,85,15,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-06-17 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1194,"ORKUDRYKKUR, Energy, Euroshopper","Energy drink, Energy, Euroshopper",,,12.05,12,5,,,,,,,,,,,,,,,100,,,,250,,,,,0.000,0.000,,,Menken Drinks B.V.,,,,,,J,,"Innihald: Vatn, sykur, dextrósa-frúktósasíróp, tárín, koffein, inósitol, B2, B3, B5, B6, B12 vítamín.",2009-06-30 14:52:51.66,,2011-02-26 09:56:37.0,
0083,"SKINKA, soðin","Ham, smoked and cooked",,,07.08,7,8,7,,,,,A0279 A0797 B1136 C0268 E0152 F0014 G0001 H0148 H0227 H0253 J0001 K0003 M0001 N0001 P0024 Z0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Áleggssneiðar.,1996-11-22 00:00:00.0,ÓR,2011-05-16 12:18:39.0,
0422,"HRÖKKBRAUÐ, fínt","Crispbread, wheat, fine",,,04.04,4,4,21,,,,,A0242 A0819 B1312 C0208 E0140 F0014 G0005 H0138 J0116 K0003 M0159 N0001 P0024,,,,,,,,,100,0,,,,,,,,5.700,0.670,,,,,,,,,J,,,1996-06-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0116,"RAUÐMAGI, reyktur","Lumpsucker, male, smoked",Cyclopterus lumpus,,08.04,8,4,13,,,,,A0267 A0803 B1823 C0268 E0150 F0003 G0003 H0118 H0173 J0106 J0139 K0001 M0001 N0001 P0024 R0135,,,,,,,,,59,41,,,,,,,,6.250,0.900,,,,,,,,,J,,,1992-04-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0931,"TORTILLA, úr maís","Tortilla, maize",,,04.04,4,4,,,,,,A0107 A0819 B1379 C0132 E0153 F0014 G0008 H0138 H0151 H0263 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1052,"MORGUNKORN, Rice krispies, Kelloggs","Breakfast cereal, rice krispies, Ke",,,04.03,4,3,,,,,,A0258 A0816 B1322 C0208 E0140 F0014 G0001 H0138 H0158 H0181 H0192 H0194 H0216 H0309 H0310 H0311 J0116 K0003 M0155 N0001 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-07-08 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0622,"MAÍS, hrár","Sweetcorn, raw",Zea mays L.,,04.01,4,1,23,,,,,A0152 A0826 B1595 C0242 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,36,64,,,,,,,,0.000,0.940,,,,,,,,,J,,Hrár,1996-06-17 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1145,"TÚNFISKUR, hrár","Tuna, raw",Thunnus thymus,,08.01,8,1,,,,,,A0267 A0802 B1269 C0268 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024,,,,,,,,,58,42,,,,,,,,6.250,0.000,,,,,,,,,J,,,2003-11-14 00:00:00.0,ÓR,2010-03-24 09:49:47.0,
0306,"HVALKJÖT, hrátt",Whale meat (fin whale & sei whale),Balaenoptera physalus & B. borealis,,07.05,7,5,9,,,,,A0267 A0794 B1343 C0268 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.910,,,,,,,,,J,,Langreyður og sandreyður,1992-04-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1178,"SÓSA, MAJONES, 3% fita","Sauce, mayonnaise, 3% fat",,"Majones, extra light",15.01,15,1,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,"Unilever UK, vörumerkið Hellmanns",,,,,,J,,"Innihald: Vatn, umbreytt maíssterkja, edik, egg og eggjarauða, sykur, salt, jurtaolía, glúkósasíróp, aukefni.Uppskrift U59.",2009-03-23 00:00:00.0,ÓR,2011-03-27 05:18:59.0,
0517,"BRAUÐTERTA, m. rækjusalati",Bread cake w shrimp & mayonnaise,,,16.01,16,1,21,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Köld. Uppskrift S20,2003-08-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1062,"1944, kjöthluti, Tikka Masala","1944, meat part, Tikka Masala",,,16.03,16,3,,,,,,A0172 A0799 B1457 C0268 E0134 F0018 G0005 G0014 H0184 H0227 H0364 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,kjúklingur með ananas og júgúrt,2001-08-03 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0151,"SKYR, hefðbundið","Skyr, traditional",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0119 F0018 G0003 H0107 H0248 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,2003-11-08 00:00:00.0,ÓR,2010-05-11 03:12:07.0,
0017,"TAKÓ SKELJAR, maísbrauð, hart","Taco shell, hard corn bread",,,04.04,4,4,21,,,,,A0107 A0819 B1379 C0133 E0153 F0014 G0029 H0206 H0221 H0233 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1997-05-30 00:00:00.0,ÓR,2010-05-15 10:51:42.0,
0037,"ORKUMJÓLK, með súkkulaði, D vítamínbætt","Low fat milk with sugar, vitamin D added",,,01.01,1,1,,,,,,A0148 A0780 B1201 C0235 E0123 F0018 G0003 H0214 H0231 H0247 H0749 J0135 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,Varan er ekki lengur á markaði. Framleiðslu var hætt um 2003.,2001-05-07 00:00:00.0,ÓR,2011-05-10 05:05:34.0,
1094,"BÆTIEFNI, fjölvítamín, Fjörafl","Vitamin capsules, Fjörafl",,,17.01,17,1,,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,Táp vítamín línan. INNIHALD Í TÖFLU,2002-07-10 00:00:00.0,ÓR,2010-05-15 12:28:29.0,
0711,"BJÓR, án alkóhóls","Beer, no alcohol",,,12.06,12,6,33,,,,,A0195 A0847 B1230 C0102 E0123 F0018 G0003 H0151 H0232 H0246 H0253 H0286 J0135 K0003 M0175 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,N,,,1993-05-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1042,"1944 RÉTTUR, íslensk kjötsúpa","1944 dish, Icelandic soup w/ meat",,,16.03,16,3,,,,,,A0172 A0865 B1669 C0170 E0149 F0018 G0014 H0191 H0212 H0227 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,með kjöti og grænmeti,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1202,"BJÓR, Lite, 4,4% alkóhól af rúmmáli","Beer, Lite, alcohol 4,4% by vol.",,,12.06,12,06,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,,,,,,,J,,"Innihald: Vatn, malt og humlar. 3,47% alkóhól af þyngd",2009-08-26 09:52:39.627,,2011-03-19 08:55:04.0,
0758,LAKKRÍSKONFEKT,Liquorice allsorts,,,11.03,11,3,26,,,,,A0293 A0838 B1012 C0108 E0140 F0014 G0003 H0117 H0150 H0319 J0001 K0003 M0166 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-05-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0716,"BRODDMJÓLK, þynnt","Colostrum, diluted",,,01.01,1,1,1,,,,,A0148 A0780 B1201 C0235 E0130 F0003 G0003 H0148 J0136 K0001 M0001 N0001 P0024 Z0109,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1992-04-13 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0340,"RÚGMJÖL, gróft","Rye flour, whole meal",Secale cereale,,04.02,4,2,23,,,,,A0149 A0813 B1313 C0208 E0106 F0003 G0003 H0138 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,7.830,0.730,,,,,,,,,J,,,1996-06-11 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0900,"BÆTIEFNI, E-vítamín, 200 ae=134mg","Vitamin E, 134 mg",,,17.01,17,1,,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,INNIHALD Í HYLKI,2002-01-23 00:00:00.0,ÓR,2010-05-15 12:11:31.0,
0235,"SKYR, rjómaskyr, með ávöxtum","Skyr, cream, with fruits",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0119 F0018 G0003 H0107 H0147 H0296 H0749 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,N,,Varan er ekki lengur á markaði (maí 2011). Framleiðslu var hætt fyrir nokkrum árum.,1996-06-19 00:00:00.0,ÓR,2011-05-13 10:56:48.0,
0886,"SOJAOLÍA, hálfhert","Soya oil, partially hydrogenated",,,10.05,10,5,18,,,,,A0129 A0806 B1452 C0190 E0139 F0003 G0003 H0174 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,1997-02-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0520,"HAMBORGARI, steiktur, með brauði, grænmi og sósu","Hamburger, with bread, vegetables and dressing",,,16.01,16,1,6,,,,,A0218 A0799 B1161 C0125 E0105 F0023 G0025 H0152 H0207 H0212 H0256 H0753 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Uppskrift S248,1991-10-06 00:00:00.0,ÓR,2010-05-15 11:23:25.0,
0505,"OSTUR, mysuostur, fastur","Cheese, whey, firm",,,02.01,2,1,4,,,,,A0185 A0786 B1201 C0244 E0151 F0018 G0001 H0107 H0138 H0280 H0296 J0117 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1992-02-25 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1018,"LAMBALUNDIR, hráar","Lamb tenderloin, raw",,,07.01,7,1,,,,,,A0150 A0794 B1669 C0268 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 Z0031 Z0106,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0397,"SÚPA, grænmetissúpa","Soup, vegetables",,,15.02,15,2,27,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1992-04-05 00:00:00.0,ÓR,2010-05-15 09:09:10.0,
