OriginalFoodCode,OriginalFoodName,EnglishFoodName,ScientificFoodName,OtherFoodNames,OriginalFoodGroupCode,FoodGroupIS1,FoodGroupIS2,FoodGroupIS3,CodexFoodStandards,ArticleNumber,E_number,INS_code,LangualCodes,CODEXAdditives,CODEXFood,CODEXContaminants,FAOBalanceSheet,CIAAFood,EuroCode2,AgriculturalConditions,Cuisine,EdiblePortion,WastePortion,NatureofEdiblePortion,NatureofWaste,TypicalServingSize,TypicalWeightperPiece,Colour,FinalPreparation,SpecificGravity,NitrogenProteinFactor,FattyAcidFactor,GenericImage,SpecificImage,Producer,Distributor,Retailer,AreaOfOrigin,AreaOfProcessing,AreaofConsumption,WebPublishReady,ListOfIngredients,Remarks,DateOfGeneration,GeneratedBy,DateOfUpdate,UpdatedBy
0884,"SMJÖRLÍKI, Kjarnasmjörlíki","Margarine, Kjarnasmjörlíki",,,10.05,10,5,17,,,,,A0231 A0807 B1017 C0190 E0119 F0014 G0003 H0174 H0306 H0358 J0100 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.956,,,Kjarnavörur,Kjarnavörur,,,,,J,,,1997-02-26 00:00:00.0,ÓR,2010-01-25 09:32:33.0,
0298,"STEINBÍTUR, með raspi, hrár","Catfish, breaded, raw",,,08.01,8,1,13,,,,,A0267 A0804 B1817 C0268 E0133 F0003 G0003 H0188 H0319 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1992-04-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0624,"HRÍSGRJÓN, hvít, vítamínrík, hrá","Rice, parboiled, raw",Oryza sativa L.,,04.01,4,1,23,,,,,A0125 A0814 B1322 C0208 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,5.950,0.820,,,,,,,,,J,,Forhituð.,1993-05-06 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0068,"ÝSA, ofnbökuð, m rjómasósu & grænm.","Haddock, roasted, w cream & vegetab",,,16.04,16,4,,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Uppskrift S154,2003-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0315,LAKKRÍS,Liquorice,,,11.03,11,3,26,,,,,A0293 A0838 B1012 C0108 E0140 F0014 G0003 H0117 H0150 H0319 J0001 K0003 M0166 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.670,,,,,,,,,J,,,1996-06-11 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0945,"RÓSAKÁL, soðið","Brussels sprouts, boiled",,,05.02,5,2,,,,,,A0152 A0826 B1611 C0151 E0150 F0014 G0015 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0257,"KEX, súkkulaðikex","Biscuit, chocolate",,,04.05,4,5,21,,,,,A0203 A0821 B1312 C0208 E0140 F0014 G0005 H0138 H0158 H0272 H0355 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Meðalsamsetning,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0256,"KEX, maríukex, án súkkulaðis","Biscuit, María, without chocolate",,,04.05,4,5,21,,,,,A0203 A0821 B1312 C0208 E0140 F0014 G0005 H0138 H0158 H0272 J0100 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,5.700,0.000,,,,,,,,,J,,,1993-05-14 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0310,"LAX, villtur, hrár","Salmon, wild / ocean ranged, raw",Salmo salar,,08.01,8,1,13,,,,,A0267 A0802 B1587 C0269 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024 R0262 Z0153,,,,,,,,,65,35,,,,,,,,6.250,0.720,,,,,,,,,J,,Villtur / hafbeitarlax,1996-06-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0808,SAGÓGRJÓN,Sago,,,05.08,5,8,33,,,,,A0125 A0813 B2139 C0101 E0106 F0018 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-05-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0016,"GRÁSLEPPUHROGN, hrá","Lumpsucker, roe, raw",,,08.01,8,1,13,,,,,A0267 A0802 B1823 C0202 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1992-04-07 00:00:00.0,ÓR,2009-09-24 03:02:58.0,
0137,"BORÐSMJÖRLÍKI, 80% fita, fiskfita","Table margarine, 80%, hydg fishoil",,,10.05,10,5,17,,,,,A0231 A0807 B1222 C0190 E0119 F0014 G0003 H0117 H0174 H0263 H0306 H0358 J0100 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.950,,,,,,,,,N,,Úr jurtafitu og hertri fiskifitu,1996-04-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0368,"NAUTAHAKK, ungnauta 8-12%fita hrátt","Beef, minced, raw",Bos taurus,,07.02,7,2,6,,,,,A0150 A0794 B1161 C0270 E0117 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 Z0018,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1257,"BÆTIEFNI, D-vítamín, 10 ug","Supplement, vitamin D, 10 ug",,,17.01,17,1,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,,,,,,,N,,Innihald í einni töflu.,2010-09-24 12:26:32.867,,2010-09-24 12:33:28.0,
0878,"FEITI, steikingafeiti, meðalsamsetning 2010","Fat, frying, average 2010",,,10.05,10,5,18,,,,,A0129 A0807 B1017 C0190 E0151 F0014 G0003 H0174 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,Vegin meðaltöl fyrir selda steikingarfeiti 2010.,2002-08-02 00:00:00.0,ÓR,2011-02-26 06:25:02.0,
0414,GREIPALDIN,"Grapefruit, raw",,,06.01,6,1,33,,,,,A0143 A0833 B1507 C0137 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,68,32,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-03-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0497,"OSTUR, Brie","Cheese, Brie",,,02.01,2,1,4,,,,,A0314 B1201 C0245 E0105 F0003 G0003 H0107 H0253 H0298 H0327 H0330 J0104 J0131 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1996-06-21 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0605,HRÍSTERTA,"Cake, hristerta",,,04.06,4,6,21,,,,,,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,2001-12-21 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0071,"SÍLD, heil, söltuð, hrá","Herring, whole, salted, raw",Clupea harengus,,08.04,8,4,13,,,,,A0267 A0803 B1414 C0105 E0150 F0003 G0003 H0173 J0139 K0003 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,N,,,1987-08-12 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0277,"SARDÍNUR, niðursoðnar, í olíu","Sardine, canned, in oil",,,08.05,8,5,13,,,,,A0267 A0803 B1558 C0265 E0131 F0014 G0003 H0263 J0123 K0026 M0151 N0024 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.940,,,,,,,,,J,,,1992-04-02 00:00:00.0,ÓR,2011-05-16 10:43:05.0,
1151,"SKYRDRYKKUR, Skyr.is, án viðbætts sykurs","Skyr drink, Skyr.is, no sugar added",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0135 F0018 G0003 H0107 H0147 H0237 H0248 J0151 K0003 M0188 N0036 P0024,,,,,,,,,100,0,,,330,,,,,6.380,0.945,,,MS,,,,,,J,,"Skammtur: 1 dós
Uppskrift U38.",2007-04-28 00:00:00.0,ÓR,2011-02-12 10:18:10.0,
0806,SÆTAR KARTÖFLUR,"Sweet potatoes, raw",Ipomoeta batatas,,05.01,5,1,33,,,,,A0152 A0829 B1106 C0240 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024,,,,,,,,,72,28,,,,,,,,0.000,0.000,,,,,,,,,J,,Hráar,1993-03-30 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1110,"SALTFISKUR, soðinn","Salted cod, boiled",,,08.04,8,4,,,,,,A0267 A0803 B1842 C0267 E0150 F0014 G0016 H0173 J0139 K0001 M0001 N0001 P0024 R0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,,Reiknað skv. uppskrift S168,2003-08-14 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0129,"ÁVAXTADRYKKUR, sykurskertur, Svali","Nectar, fruit juice 35%, no sugar added, Svali",,Nektar,12.02,12,2,33,,,,,A0130 A0841 B1140 C0140 E0123 F0014 G0003 H0108 H0148 J0135 K0003 M0147 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,Vífilfell,,,,,,J,,35% ávaxtasafi.,2002-01-28 00:00:00.0,ÓR,2011-05-04 03:58:29.0,
0485,"ÍS, rjómaís, 14% fita","Ice cream, fat 14%",,,03.01,3,1,2,,,,,A0227 A0789 B1201 C0160 E0139 F0018 G0003 H0100 H0136 H0178 J0136 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1997-11-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0862,"OSTUR, Fetaostur","Cheese, Feta",,,02.01,2,1,4,,,,,A0185 A0314 B1201 C0245 E0105 F0003 G0003 H0107 J0131 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1996-06-19 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1204,"VATNSDRYKKUR, Eðaltoppur með trefjum","Drink, Eðaltoppur with fibers",,,12.09,12,9,,,,,,,,,,,,,,,100,,,,500,,,,,0.000,0.000,,,Vífilfell hf,,,,,,J,,"Skammtur: Ein 500 ml flaska
Innihald: Vatn, ávaxtasykur, trefjar (pólýdextrósi), eplasafi (0,5%), sýrustillir (sítrónusýra), bragðefni, rotvarnarefni (E202).",2009-10-22 09:20:06.413,,2010-09-04 01:46:16.0,
0869,"SELLERÍ, stilksellerí","Celery, stem",,,05.02,5,2,33,,,,,A0152 A0826 B1282 C0144 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024,,,,,,,,,91,9,,,,,,,,0.000,0.000,,,,,,,,,J,,,1996-06-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0196,"GÚRKUR, hráar","Cucumber, raw",Cucumis sativus,,05.02,5,2,33,,,,,A0152 A0826 B1404 C0140 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.800,,,,,,,,,J,,,1996-11-23 00:00:00.0,ÓR,2011-05-11 04:35:58.0,
0276,TVÍBÖKUR,Rusk,,Bruður.,04.04,4,4,21,,,,,A0242 A0818 B1312 C0208 E0147 F0014 G0005 H0138 H0221 H0256 H0753 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.730,,,,,,,,,J,,Tvíbökur úr hvítu hveiti.,1996-06-21 00:00:00.0,ÓR,2011-05-18 10:12:04.0,
0993,"PITSA, pönnupitsa, með pepperóní, Pizza Hut","Pizza, with pepperoni, Pizza Hut",,,16.01,16,1,,,,,,A0100 A0822 B1312 C0208 E0140 F0014 G0005 H0107 H0143 H0212 H0753 J0001 K0003 M0001 N0001 P0024 Z0111,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,2002-07-27 00:00:00.0,ÓR,2010-05-14 05:05:57.0,
1236,AVÓKADÓMAUK,Guacamole,,,06.04,6,4,,,,,,,,,,,,,,,100,,,,,,,,,0.000,0.000,,,,,,,,,J,,Uppskrift U30,2010-03-06 12:56:25.387,,2010-05-05 10:55:27.0,
1244,"OSTUR, fastur, Fjörostur","Cheese, firm, Fjörostur",,,02.01,2,1,,,,,,,,,,,,,,,100,,,,8,,,,,6.380,0.945,,,MS Akureyri,,,,,,J,,"Skammtur: Lítil sneið.
Innihald: Undanrenna, nýmjólk, mysupróteinþykkni, salt, ostahleypir, rotvarnarefni (E252).",2010-04-19 15:25:06.07,,2011-05-17 01:55:04.0,
0165,"OSTUR, fastur, 38% fita","Cheese, firm, fat 38%",,,02.01,2,1,4,,,,,A0312 B1201 C0245 E0146 F0003 G0003 H0253 H0298 H0328 J0104 J0131 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,2007-06-28 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0811,"SPERGILKÁL, hrátt","Broccoli, raw",Brassica oleracea var. botrytis,,05.02,5,2,33,,,,,A0152 A0826 B1443 C0237 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024,,,,,,,,,76,24,,,,,,,,6.250,0.000,,,,,,,,,J,,Hrátt,1996-06-17 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0142,"SMJÖR, ósaltað","Butter, salt not added",,,10.04,10,4,14,,,,,A0148 A0809 B1201 C0179 E0119 F0018 G0003 H0001 J0135 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,,1992-04-07 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0061,"ÞORSKLIFUR, hrá","Cod liver, raw",,,08.01,8,1,13,,,,,A0267 A0803 B1842 C0176 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.910,,,,,,,,,J,,,1996-06-10 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0608,KÓKOSFORMKAKA,"Cake, coconut",,,04.06,4,6,21,,,,,A0210 A0821 B1312 C0208 E0147 F0014 G0005 H0158 H0186 H0272 H0340 H0351 J0001 K0003 M0001 N0001 P0024 Z0112,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,,1992-04-14 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0379,"LGG+, hreint, með sætuefni","LGG+, milk, cultured, with sweetener",,,01.02,1,2,,,,,,A0101 A0783 B1201 C0235 E0123 F0018 G0003 H0101 H0108 H0248 H0362 J0135 K0003 M0172 N0036 P0024 P0124,,,,,,,,,100,0,,,65,,,,,6.380,0.000,,,,,,,,,J,,Skammtur: 1 dós.,2001-09-29 00:00:00.0,ÓR,2010-05-05 12:12:14.0,
0181,"JÓGÚRT, undanrennujógúrt, sykurskert, með korni eða ávöxtum","Yoghurt, low fat, low sugar, with cerals or fruits",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0135 F0003 G0003 H0101 H0147 H0248 H0749 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,N,,,1992-05-27 00:00:00.0,ÓR,2010-05-14 04:56:23.0,
0489,"BRAUÐ, trefjaríkt, með hveitiklíði, 7,5% trefjar","Bread, rich in fiber, bran added, fiber 7.5%",,,04.04,4,4,23,,,,,A0178 A0818 B1418 C0208 E0147 F0014 G0005 H0256 H0318 H0753 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.780,,,,,,,,,J,,,1991-10-29 00:00:00.0,ÓR,2011-05-11 02:53:52.0,
1225,"SÚKKULAÐIBITAR, Æðibitar","Chocolate wafer, Æðibitar",,,11.03,11,3,,,,,,,,,,,,,,,100,,,,,,,,,6.250,0.940,,,Góa,,,,,,J,,,2010-01-25 13:20:26.103,,2010-09-05 10:11:50.0,
0294,HVALSPIK,"Whale, blubber, raw",,,10.03,10,3,9,,,,,A0267 A0810 B1343 C0253 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.956,,,,,,,,,J,,Hrátt,1993-05-28 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0536,"ÝSA, ofnbökuð, m rjómasósu","Haddock, roasted, w cream sauce",,,16.04,16,4,,,,,,,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,Uppskrift S153,2003-05-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0077,"KJÖTFARS, hrátt","Meat emulsion, raw",,,07.08,7,8,11,,,,,A0150 A0799 B2243 C0269 E0106 F0003 G0003 H0151 H0184 H0186 H0306 J0131 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0025,"HUMAR, hrár","Lobster, raw",Nephrops norvegicus,,08.06,8,6,13,,,,,A0267 A0802 B1956 C0173 E0150 F0003 G0003 H0001 J0003 K0003 M0001 N0001 P0024 R0135,,,,,,,,,28,72,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-06-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0685,"KINDAKÆFA, smyrjanleg","Lamb meat pate, soft",,,07.09,7,9,11,,,,,A0150 A0798 B1669 C0269 E0106 F0014 G0003 H0003 H0151 H0262 J0135 K0003 M0001 N0001 P0024 Z0022,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,"Innihald: Kindakjöt, kjötsoð, laukur, salt, krydd.",1996-11-22 00:00:00.0,ÓR,2011-03-27 09:05:17.0,
0217,"LAMBAFRAMPARTUR, m. fitu, hrár","Lamb, forequarter, raw",Ovis aries,,07.01,7,1,8,,,,,A0150 A0794 B1669 C0266 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 Z0043,,,,,,,,,76,24,,,,,,,,6.250,0.912,,,,,,,,,J,,,1996-11-23 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0493,"OSTUR, Dalakollur","Cheese, firm, with surface molds",,,02.01,2,1,4,,,,,A0314 B1201 C0245 E0105 F0003 G0003 H0107 H0253 H0298 H0327 H0330 J0104 J0131 J0151 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.945,,,,,,,,,J,,"Fastur, með yfirborðsmyglu",1992-02-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0388,LAMBAMÖR,"Suet, lamb",,,10.03,10,3,18,,,,,A0150 A0796 B1183 C0253 E0151 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.956,,,,,,,,,J,,,1993-05-28 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0072,"GAFFALBITAR, niðursoðnir","Herring, canned",,,08.05,8,5,13,,,,,A0267 A0803 B1414 C0268 E0115 F0014 G0003 H0151 H0158 H0173 H0190 H0200 J0110 K0010 M0151 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.925,,,,,,,,,J,,,1992-04-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0285,"SÚKKULAÐI, rjómasúkkulaði, fyllt","Chocolate, milk, filled",,,11.03,11,3,25,,,,,A0272 A0839 B1012 C0108 E0147 F0014 G0003 H0117 H0184 H0207 H0221 H0231 J0001 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1996-11-22 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0224,"UNGHÆNA, læri með skinni, hrátt","Hen, leg, flesh and skin, raw",Gallus domesticus,,07.06,7,6,10,,,,,A0273 A0795 B1713 C0265 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.915,,,,,,,,,J,,,1992-04-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0020,"HLÝRI, hrár","Spotted catfish, fillet, raw",Anarhichas minor,,08.01,8,1,13,,,,,A0267 A0802 B3350 C0268 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,50,50,,,,,,,,6.250,0.900,,,,,,,,,J,,,1992-04-20 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0920,"MORGUNKORN, Fruitn Fibre, Kelloggs","Breakfast cereal, Fruitn Fibre, Kelloggs",,,04.03,4,3,,,,,,A0258 A0816 B1312 C0133 E0147 F0014 G0001 H0100 H0138 H0158 H0177 H0181 H0194 H0216 H0309 H0310 H0311 H0364 J0116 K0003 M0155 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,2003-11-18 00:00:00.0,ÓR,2010-05-15 10:47:20.0,
0972,"1944 RÉTTUR, kakósúpa","1944 dish, cacao soup",,,15.02,15,2,,,,,,A0172 A0865 B1201 C0235 E0123 F0018 G0014 H0231 H0749 J0131 K0001 M0172 N0036 P0024 Z0112,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,N,,Hefðbundin,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0208,"BLAÐLAUKUR, hrár","Leek, raw",Allium ampeloprasum porrum,,05.02,5,2,33,,,,,A0152 A0826 B1308 C0150 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024,,,,,,,,,61,39,,,,,,,,6.250,0.800,,,,,,,,,J,,(Púrra),1993-03-26 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0723,"SALT, sjávarsalt","Salt, sea salt",,,13.01,13,1,33,,,,,A0134 A0856 B1655 C0005 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1991-03-04 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0812,"ENGJAÞYKKNI, m súkkulaðikornflögum","Milk, cultured, with corn flakes",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0138 F0018 G0003 H0101 H0228 H0231 H0296 H0749 J0135 K0003 M0188 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.945,,,,,,,,,J,,,2004-02-17 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0410,EGGJADUFT,"Egg, chicken, whole, dried",,,09.02,9,2,5,,,,,A0261 A0791 B1713 C0225 E0117 F0018 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.830,,,,,,,,,J,,,1993-05-28 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0650,LAMBAVAMBIR,Lamb stomach,,,07.09,7,9,12,,,,,A0150 A0796 B1669 C0224 E0150 F0014 G0016 H0001 J0001 K0003 M0001 N0001 P0024 R0262,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1991-12-30 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1150,"SKYRDRYKKUR, Skyr.is, ávaxta-","Skyr drink, Skyr.is, fruit",,,01.02,1,2,1,,,,,A0101 A0783 B1201 C0235 E0135 F0018 G0003 H0107 H0147 H0237 H0248 H0749 J0151 K0003 M0188 N0036 P0024,,,,,,,,,100,0,,,330,,,,,6.380,0.945,,,MS,MS,,,,,J,,"Skammtur: 1 dós.
Innihald skyr.is drykks með jarðarberjum: Undanrenna, sykur, jarðarber (3%), rauðrófuþykkni, bragðefni, lifandi gerlar. Uppskrift U37.",2007-04-28 00:00:00.0,ÓR,2011-02-12 09:48:50.0,
0802,"SHERRY, þurrt","Sherry, dry",,,12.08,12,8,33,,,,,A0224 A0849 B1329 C0140 E0123 F0014 G0003 H0160 H0232 J0104 K0003 M0130 N0040 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,J,,,1993-05-27 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0248,PILSNER,"Beer, lager",,,12.06,12,6,33,,,,,A0195 A0847 B1230 C0102 E0123 F0014 G0003 H0151 H0232 H0246 H0253 J0135 K0003 M0175 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.250,0.700,,,,,,,,,J,,,1996-06-06 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
1032,"ÍÞRÓTTADRYKKUR, Gatorade","Sport drink, Gatorade",,,12.05,12,5,,,,,,A0241 A0871 B1217 C0005 E0130 F0001 G0003 H0280 H0749 J0001 K0003 M0172 N0036 P0024,,,,,,,,,100,0,,,,,,,,,,,,,,,,,,J,,,2001-05-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0099,"SVÍNALÆRI, hrátt, fituhreinsað","Pork leg, lean, raw",Sus scrofa,,07.03,7,3,7,,,,,A0150 A0794 B1136 C0266 E0150 F0003 G0003 H0003 H0247 J0003 K0001 M0001 N0001 P0024 Z0024,,,,,,,,,76,24,,,,,,,,6.250,0.920,,,,,,,,,J,,,1992-04-18 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0177,"OSTUR, smurostur með rækju",Cheese spread with prawn,,,02.01,2,1,4,,,,,A0109 A0787 B1201 C0245 E0134 F0014 G0003 H0119 H0153 H0306 J0135 K0003 M0184 N0001 P0024,,,,,,,,,100,0,,,,,,,,6.380,0.860,,,,,,,,,J,,18% fita,1996-11-24 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0048,"SALT, Reykjanessalt","Salt, Icelandic, Reykjanes",,,13.01,13,1,33,,,,,A0134 A0856 B1655 C0005 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024,,,,,,,,,100,0,,,,,,,,0.000,0.000,,,,,,,,,N,,Vinnslusalt,1987-08-11 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0334,MARMARAKAKA,"Sponge cake, marmarakaka",,,04.06,4,6,21,,,,,A0210 A0821 B1312 C0208 E0147 F0014 G0005 H0158 H0186 H0231 H0272 H0351 J0001 K0003 M0001 N0001 P0024 Z0112,,,,,,,,,100,0,,,,,,,,5.700,0.930,,,,,,,,,N,,Formkaka,1992-04-14 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0043,"RAUÐMAGALIFUR, hrá","Lumpsucker, male, liver, raw",,,08.01,8,1,13,,,,,A0267 A0803 B1823 C0176 E0150 F0003 G0003 H0003 J0003 K0001 M0001 N0001 P0024 R0135,,,,,,,,,100,0,,,,,,,,6.250,0.000,,,,,,,,,J,,,1991-10-04 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
0317,"ÍDÝFA, úr sýrðum rjóma","Dressing, made from cultured cream",,,15.01,15,1,28,,,,,,,,,,,,,,100,0,,,,,,,,6.380,0.000,,,,,,,,,J,,,1992-01-17 00:00:00.0,ÓR,2009-01-01 00:00:00.0,ÓR
